Business status,Address,Street name address,Business name,License date,Date of closure
폐업,서울특별시 중구 묵정동 22-22 9통4반 ,서울특별시 중구 퇴계로50길 53 (묵정동),충무석유,19920326,20111007
폐업,서울특별시 중구 광희동1가 89-1 금호트윈 오피스텔 A동 10층 4호,서울특별시 중구 마른내로 155 (광희동1가),석우흥업(주),19920224,
영업/정상,서울특별시 구로구 구로동 1131-4,서울특별시 구로구 시흥대로 531 (구로동),에이치디현대오일뱅크(주) 직영 구로셀프주유소,1973-09-28,
영업/정상,서울특별시 용산구 서빙고동 37,서울특별시 용산구 녹사평대로11길 24 (서빙고동),(주)남경주유소,1976-05-24,
영업/정상,서울특별시 용산구 한남동 704-14,서울특별시 용산구 한남대로21길 4 (한남동),(주)중앙에너비스 한남지점,1976-05-24,
영업/정상,서울특별시 용산구 동자동 14-125,서울특별시 용산구 한강대로104길 6 (동자동),동자동주유소,1976-04-30,
폐업,서울특별시 중구 만리동2가 215-1 ,서울특별시 중구 만리재로 151 (만리동2가),만리주유소,19930520,20130802
폐업,서울특별시 중구 예관동 70-19 ,서울특별시 중구 퇴계로45길 23 (예관동),서울석유,19940420,20170705
폐업,서울특별시 중구 신당동 111-18 ,서울특별시 중구 다산로42길 21 (신당동),우영석유,19951107,20060905
폐업,서울특별시 중구 장충동2가 161-15 ,서울특별시 중구 장충단로7길 41 (장충동2가),금강석유,19991228,20080104
영업/정상,서울특별시 중구 장충동2가 186-69 ,서울특별시 중구 동호로 296 (장충동2가),씨앤에스유통(주) 장충드림주유소,19950325,
영업/정상,서울특별시 용산구 한강로1가 231-23 ,서울특별시 용산구 한강대로62길 18 (한강로1가),용산에너지,20181122,
영업/정상,서울특별시 용산구 한강로3가 16-91 한강그랜드오피스텔 711호,서울특별시 용산구 이촌로 5 (한강로3가),(주)에이치아이씨,20070502,
영업/정상,서울특별시 용산구 한강로2가 244-1 ,서울특별시 용산구 한강대로 127-2  (한강로2가),(주)하나유화,20040324,
영업/정상,서울특별시 용산구 원효로3가 43-3 ,서울특별시 용산구 원효로 147 (원효로3가),(주)신태성주유소,19931215,
폐업,서울특별시 구로구 구로동 212-26 이-스페이스빌딩 811호 ,,(주)성일유화,20030519,20090902
영업/정상,서울특별시 성동구 도선동 185-23,서울특별시 성동구 무학로4길 28-1 (도선동),"한진석유, 실내등유배달, 난방유, 경유배달",19790319,
영업/정상,서울특별시 용산구 원효로3가 99,서울특별시 용산구 원효로 133 (원효로3가),쌍용석유,20000526,
취소/말소/만료/정지/중지,서울특별시 용산구 용산동2가 1-454 ,서울특별시 용산구 신흥로 143-1  (용산동2가),한국에너지,19970123,
폐업,서울특별시 용산구 청파동1가 180 ,서울특별시 용산구 청파로 311 (청파동1가),SK네트웍스(주) 청파주유소,19760630,
폐업,서울특별시 용산구 한남동 739-11 ,서울특별시 용산구 이태원로 255 (한남동),SK네트웍스(주)남산주유소,20030925,
폐업,서울특별시 용산구 한강로3가 16-91 한강그랜드 오피스텔711호 ,"서울특별시 용산구 이촌로 5  (한강로3가,한강그랜드 오피스텔711호)",(주)에치아이씨,20070502,
폐업,서울특별시 용산구 보광동 265-961 ,서울특별시 용산구 우사단로10길 80  (보광동),동양연료,20010507,
폐업,서울특별시 서대문구 남가좌동 377 3통1반 남가좌삼성아파트 101동 201호,"서울특별시 서대문구 증가로 191, 101동 201호 (남가좌동,남가좌삼성아파트)",동성석유,19901206,
폐업,서울특별시 용산구 보광동 264-69 ,서울특별시 용산구 보광로14길 48 (보광동),중앙석유,19900903,
폐업,서울특별시 용산구 이촌동 203-17 ,서울특별시 용산구 이촌로18길 5 (이촌동),서울상사,20021125,
폐업,서울특별시 용산구 용산동2가 5-1161 ,서울특별시 용산구 신흥로 111  (용산동2가),신아석유,20010306,
폐업,서울특별시 용산구 남영동 80-1 ,서울특별시 용산구 한강대로80길 11-3  (남영동),남영사,19790525,
폐업,서울특별시 용산구 용문동 5-52 ,서울특별시 용산구 백범로 308 (용문동),용남석유,19790525,
폐업,서울특별시 용산구 효창동 97-1 ,서울특별시 용산구 백범로 279 (효창동),영동주유소,19930603,20150701
폐업,서울특별시 용산구 한강로3가 40-15 ,서울특별시 용산구 한강대로 37 (한강로3가),용일주유소,19931215,20200110
폐업,서울특별시 용산구 이촌동 212-1 ,서울특별시 용산구 이촌로 16 (이촌동),부영주유소,19931215,
폐업,서울특별시 용산구 원효로3가 227-23 ,서울특별시 용산구 원효로 113 (원효로3가),우진에너지,19790525,20200330
폐업,서울특별시 용산구 이촌동 212-10-1101 ,,이촌상사,19790525,20100903
폐업,서울특별시 용산구 한강로1가 231-23 ,서울특별시 용산구 한강대로62길 26 (한강로1가),금천에너지,19790525,20181114
폐업,서울특별시 용산구 후암동 244-68 ,서울특별시 용산구 후암로28길 47  (후암동),공주사,19790525,20100705
폐업,서울특별시 용산구 이태원동 130-8 ,서울특별시 용산구 이태원로26길 17 (이태원동),금강석유,19840601,20190927
폐업,서울특별시 용산구 한강로2가 311-1 ,서울특별시 용산구 한강대로39길 5  (한강로2가),나정석유,19861023,
폐업,서울특별시 동대문구 전농동 1-64 장안동 107-2호,,대현주유소,19920420,
폐업,서울특별시 용산구 용산동2가 1-48 ,서울특별시 용산구 소월로20길 30  (용산동2가),세방석유상사,20010507,
폐업,서울특별시 용산구 이태원동 552 ,서울특별시 용산구 녹사평대로40길 33  (이태원동),이태원석유,20010407,
폐업,서울특별시 용산구 원효로3가 99 ,서울특별시 용산구 원효로41가길 3 (원효로3가),쌍용석유,20010129,
폐업,서울특별시 용산구 이태원동 130-8 4통6반 ,서울특별시 용산구 이태원로26길 17 (이태원동),세정석유(주),20010531,
폐업,서울특별시 용산구 한강로3가 65-155 ,서울특별시 용산구 한강대로 48 (한강로3가),용산뉴타운주유소,19760517,
폐업,서울특별시 용산구 후암동 406-58 ,서울특별시 용산구 신흥로20길 37  (후암동),경기석유,20010515,
폐업,서울특별시 용산구 한남동 707-14 ,서울특별시 용산구 한남대로 82 (한남동),중앙석유(주) 남창주유소,20010205,
폐업,서울특별시 용산구 원효로4가 114-36 ,서울특별시 용산구 원효로 86  (원효로4가),현대자동차(주) 원효로주유소,20010119,
폐업,충청남도 아산시 탕정면 호산리 497 1통홍익아파트 102동 1001호,"충청남도 아산시 탕정면 선문로 385, 102동 1001호 (홍익아파트)",용문석유,20020627,20110721
폐업,서울특별시 용산구 원효로1가 115-3 ,,원일사,19790525,20080826
폐업,서울특별시 용산구 이촌동 203-17 ,서울특별시 용산구 이촌로18길 5 (이촌동),서울상사,20021125,
폐업,서울특별시 용산구 원효로1가 40-13 ,,원일주유소,19760528,20070611
폐업,서울특별시 용산구 보광동 265-385 ,서울특별시 용산구 우사단로4길 15-1 (보광동),신일석유,19830219,20121025
폐업,서울특별시 용산구 원효로2가 92-10 ,서울특별시 용산구 원효로48길 9 (원효로2가),오대석유,19950710,
영업/정상,서울특별시 성동구 성수동1가 13-11 ,서울특별시 성동구 광나루로 184 (성수동1가),세원주유소,19760521,
영업/정상,서울특별시 송파구 잠실동 305-11,서울특별시 송파구 도곡로 438 (잠실동),(주)삼표에너지 아시아주유소,1985-06-21,
폐업,서울특별시 송파구 거여동 26-1,서울특별시 송파구 거마로 5 (거여동),현대오일뱅크(주)직영 거여셀프주유소,19860305,20220530
영업/정상,서울특별시 성동구 용답동 236-1,서울특별시 성동구 천호대로 446 (용답동),SK에너지(주) 군자동주유소,20031002,
영업/정상,서울특별시 성동구 홍익동 ,서울특별시 성동구 마장로23길 9 (홍익동),L?G 중앙석유,20040729,
영업/정상,서울특별시 성동구 사근동 185-7 ,서울특별시 성동구 사근동8길 11 (사근동),세일에너지,20040830,
영업/정상,,서울특별시 성동구 고산자로 307 (행당동),정호주유소,19921230,
폐업,서울특별시 강남구 청담동 3-6,서울특별시 강남구 도산대로 428 (청담동),경원주유소,19930315,
영업/정상,서울특별시 성동구 성수동2가 331-27 ,서울특별시 성동구 뚝섬로 408-7 (성수동2가),동남 석유,19820702,
영업/정상,서울특별시 성동구 금호동4가 1526 ,서울특별시 성동구 매봉길 22 (금호동4가),경일 석유,19900801,
영업/정상,서울특별시 성동구 송정동 73-515 ,서울특별시 성동구 동일로 209-1 (송정동),명일,19900906,
영업/정상,서울특별시 성동구 옥수동 449-5 ,서울특별시 성동구 독서당로 168 (옥수동),옥수 주유소,19930531,
영업/정상,서울특별시 성동구 성수동1가 283 ,서울특별시 성동구 성덕정11길 5-5 (성수동1가),금방에너지,19940411,
영업/정상,서울특별시 성동구 성수동2가 272-40 ,서울특별시 성동구 성수이로 13-1 (성수동2가),비상에너지,19940917,
영업/정상,서울특별시 성동구 성수동2가 289-2 ,서울특별시 성동구 광나루로 254 (성수동2가),협진제유산업(주)동일주유소,19940214,
영업/정상,서울특별시 성동구 송정동 83-3 ,서울특별시 성동구 동일로 249 (송정동),KLP제2주유소,19940401,
영업/정상,서울특별시 성동구 성수동1가 33-21 비즈웰 오피스텔 318호 ,"서울특별시 성동구 뚝섬로3길 16  (성수동1가,비즈웰 오피스텔 318호)",제이앤에스켐(주),20081125,
취소/말소/만료/정지/중지,서울특별시 성동구 성수동2가 277-55 ,서울특별시 성동구 성수이로22길 10 (성수동2가),(주)태영오일,20131203,
폐업,서울특별시 성동구 성수동1가 671-110 ,서울특별시 성동구 왕십리로 155  (성수동1가),동신 주유소,19760504,
폐업,서울특별시 성동구 성수동1가 230-2 ,서울특별시 성동구 둘레7길 17-1 (성수동1가),동광 석유,19790317,
폐업,서울특별시 성동구 행당동 19-9 ,서울특별시 성동구 마조로 21 (행당동),삼우 석유,19790317,20211130
폐업,서울특별시 성동구 금호동3가 452 ,서울특별시 성동구 금호산2길 15-1  (금호동3가),금풍 석유,19790317,
폐업,서울특별시 성동구 하왕십리동 200 ,,영진 석유,19790317,20030416
폐업,서울특별시 성동구 성수동2가 316-44 ,서울특별시 성동구 연무장길 37 (성수동2가),한일에너지,19950306,
폐업,서울특별시 성동구 마장동 796-5 ,서울특별시 성동구 마조로 66  (마장동),거북이 주유소,19951228,
폐업,서울특별시 성동구 성수동2가 19-1 ,서울특별시 성동구 동일로 129 (성수동2가),SK글로벌(주) 효진 주유소,19960809,20031002
폐업,서울특별시 성동구 성수동2가 19-1 ,서울특별시 성동구 동일로 129 (성수동2가),SK글로벌(주) 효진주유소,19960809,20031002
폐업,서울특별시 성동구 금호동1가 229-5 ,,삼우주유소,19960227,19960227
폐업,서울특별시 성동구 응봉동 1-1 ,,유림석유,19981109,20081010
영업/정상,서울특별시 성동구 성수동2가 277-141,서울특별시 성동구 아차산로 131 (성수동2가),대세석유,2013-12-02,
폐업,서울특별시 성동구 성수동1가 16-22 ,서울특별시 성동구 연무장길 6 (성수동1가),동진석유,20000412,20170529
폐업,서울특별시 성동구 상왕십리동 16-13 ,,(주)조양에너지 새로나주유소,20030826,
폐업,서울특별시 성동구 용답동 2-3 ,서울특별시 성동구 천호대로 320  (용답동),SK네트웍스(주)장안주유소,20031002,20080831
폐업,서울특별시 성동구 마장동 796-5 ,서울특별시 성동구 마조로 66 (마장동),중앙에너비스(주)왕십리지점,20031226,20150701
폐업,서울특별시 성동구 마장동 533-13 ,서울특별시 성동구 마장로25길 16  (마장동),제일 유류(주),19901108,
폐업,서울특별시 성동구 성수동1가 7-22 ,서울특별시 성동구 왕십리로14길 21  (성수동1가),경동 석유,19911106,
폐업,서울특별시 성동구 용답동 5-4 ,서울특별시 성동구 천호대로 324 (용답동),현대오일뱅크(주)직영동창주유소,19910829,
폐업,서울특별시 성동구 성수동2가 317-3 ,,사이버 주유소,19921223,20130109
폐업,서울특별시 성동구 옥수동 226 ,,럭키에너지,20030916,
폐업,서울특별시 성동구 용답동 236-1 ,서울특별시 성동구 천호대로 446  (용답동),SK글로벌(주)군자동주유소,20030722,
폐업,서울특별시 성동구 용답동 2-3 ,서울특별시 성동구 천호대로 320  (용답동),SK글로벌(주)장안주유소,20030725,
폐업,서울특별시 성동구 성수동1가 656-216 ,서울특별시 성동구 광나루로 146  (성수동1가),대양산업(주)동부주유소,20030806,
폐업,서울특별시 성동구 용답동 2-3 ,서울특별시 성동구 천호대로 320  (용답동),SK글로벌(주) 장안 주유소,19760601,
폐업,서울특별시 성동구 마장동 522-6 ,서울특별시 성동구 고산자로 348  (마장동),SK네트웍스(주) 경진주유소,19760521,
폐업,서울특별시 성동구 사근동 185-7 ,,용해 에너지,19790531,
폐업,서울특별시 성동구 마장동 388-31 ,서울특별시 성동구 마조로12길 9  (마장동),대진 상사,19790531,
폐업,서울특별시 성동구 용답동 87-2 ,서울특별시 성동구 용답중앙11길 3-1  (용답동),우정 상회,19790531,
폐업,서울특별시 성동구 성수동2가 278-37 ,서울특별시 성동구 아차산로13길 25 (성수동2가),한성에너지,19790317,20150715
폐업,서울특별시 성동구 행당동 298-5 ,,행당소비조합 석유,19821029,
폐업,서울특별시 성동구 성수동2가 278-16 ,서울특별시 성동구 아차산로11길 452 (성수동2가),대유 상사,19841025,20030923
폐업,서울특별시 성동구 응봉동 234-1 ,,한양 석유,19850805,
폐업,서울특별시 성동구 성수동2가 277-55 ,,진영 석유(주),19860130,20120130
폐업,서울특별시 성동구 금호동3가 1257-4 ,서울특별시 성동구 금호산길 26  (금호동3가),대성 석유,19860514,20111125
폐업,서울특별시 성동구 성수동1가 656-396 ,서울특별시 성동구 왕십리로10길 15  (성수동1가),영진 석유,19891006,20131115
폐업,서울특별시 성동구 용답동 229-2 ,서울특별시 성동구 천호대로 384 (용답동),명성주유소,19940111,20171122
폐업,서울특별시 성동구 용답동 236-4 ,서울특별시 성동구 천호대로 454  (용답동),부현주유소,19940125,
폐업,서울특별시 성동구 용답동 118-9 ,서울특별시 성동구 천호대로 254 (용답동),신동일 주유소,19940228,20140522
폐업,서울특별시 성동구 용답동 5-4 ,서울특별시 성동구 천호대로 324  (용답동),동창 주유소,19940314,
폐업,서울특별시 성동구 상왕십리동 16-13 ,,지에스칼텍스직영 성동(새로나)점,19940401,20091116
폐업,서울특별시 성동구 용답동 69-2 ,서울특별시 성동구 천호대로 298  (용답동),오림주유소,19940408,20110829
폐업,서울특별시 성동구 옥수동 365-6 덕성빌딩 302호 ,"서울특별시 성동구 한림말5길 11  (옥수동,덕성빌딩 302호)",(주)대호켐,20060814,20091020
폐업,서울특별시 성동구 성수동1가 656-410 홍성빌딩 337호 ,"서울특별시 성동구 왕십리로 38 (성수동1가,홍성빌딩 337호)",동진SC상사,20080711,20120216
폐업,서울특별시 성동구 성수동2가 322-4 ,서울특별시 성동구 성수이로14길 14 (성수동2가),(주)대명케미칼,20130618,20170731
폐업,,서울특별시 성동구 성수이로14길 14 (성수동2가),(주)대명케미칼,20130619,20170731
폐업,서울특별시 성동구 금호동3가 209 ,서울특별시 성동구 무수막길 1  (금호동3가),여주 상회,19691029,
폐업,서울특별시 성동구 금호동3가 1116 ,서울특별시 성동구 무수막길 59  (금호동3가),덕수 상회,19700728,
폐업,서울특별시 성동구 금호동3가 620 ,서울특별시 성동구 무수막길 41  (금호동3가),(주)보고유화,19700531,20160727
폐업,서울특별시 성동구 금호동2가 325 ,서울특별시 성동구 금호산길 71  (금호동2가),일광 석유,19710830,
폐업,서울특별시 성동구 도선동 21-1 ,서울특별시 성동구 고산자로 255  (도선동),도선동 주유소,19760426,
폐업,서울특별시 성동구 성수동1가 656-216 ,서울특별시 성동구 광나루로 146  (성수동1가),대양산업(주) 동부 주유소,19760519,
폐업,서울특별시 성동구 성수동1가 656-289 ,서울특별시 성동구 왕십리로 130  (성수동1가),삼오에너지(주),19760519,
폐업,서울특별시 성동구 성수동1가 656-216 ,서울특별시 성동구 광나루로 146 (성수동1가),동부주유소,20040109,20181121
폐업,서울특별시 성동구 성수동2가 281-7 ,서울특별시 성동구 광나루로 310  (성수동2가),화양주유소,20040205,20071011
폐업,서울특별시 성동구 성수동1가 656-216 ,서울특별시 성동구 광나루로 146 (성수동1가),동부주유소,20040630,
폐업,서울특별시 성동구 용답동 236-4 ,서울특별시 성동구 천호대로 454  (용답동),오일패밀리 주유소,20040706,
영업/정상,서울특별시 성동구 성수동1가 33-96 ,서울특별시 성동구 뚝섬로 352 (성수동1가),SK에너지(주) 성수주유소,19910829,
영업/정상,서울특별시 동대문구 휘경동 317-87 한영오일뱅크,"서울특별시 동대문구 망우로 38, 한영오일뱅크 (휘경동)",한영주유소,19920420,
영업/정상,서울특별시 동대문구 전농동 581-24 배봉주유소,"서울특별시 동대문구 서울시립대로 108, 배봉주유소 (전농동)",배봉로주유소,19920420,
영업/정상,서울특별시 광진구 중곡동 58-17 ,서울특별시 광진구 용마산로 68 (중곡동),용마주유소,19911025,
영업/정상,서울특별시 광진구 중곡동 18-70 ,서울특별시 광진구 용마산로 122 (중곡동),대원주유소,19930531,
영업/정상,서울특별시 양천구 목동 905-30,서울특별시 양천구 목동서로 129 (목동),(주)삼표에너지 목동주유소,19910429,
영업/정상,서울특별시 광진구 광장동 239-6,서울특별시 광진구 천호대로 809 (광장동),삼호주유소,19760510,
영업/정상,서울특별시 광진구 자양동 774-15,서울특별시 광진구 아차산로 341-1 (자양동),서울석유,1979-05-31,
폐업,서울특별시 광진구 구의동 587-10,서울특별시 광진구 강변역로 10 (구의동),동서울주유소,19920909,20221231
영업/정상,서울특별시 노원구 공릉동 230-17 태릉솔밭주유소,"서울특별시 노원구 노원로 49, 태릉솔밭주유소 (공릉동)",(유한)동하석유 태릉솔밭지점,20060315,
취소/말소/만료/정지/중지,서울특별시 광진구 자양동 451-3 ,서울특별시 광진구 자양번영로3길 30-11 (자양동),SK에너지중부특판,19950721,
취소/말소/만료/정지/중지,,서울특별시 광진구 아차산로 360 (자양동),성동상사,20151218,
취소/말소/만료/정지/중지,,서울특별시 광진구 능동로 260 (능동),삼화페인트,20151218,
폐업,서울특별시 광진구 자양동 236-147 ,서울특별시 광진구 동일로 50 (자양동),성일주유소,19760521,20191008
폐업,서울특별시 광진구 자양동 7-30 ,서울특별시 광진구 아차산로30길 7  (자양동),육일석유,19790319,
폐업,서울특별시 광진구 화양동 32-2 ,서울특별시 광진구 동일로28길 48  (화양동),강원석유,19790317,
폐업,서울특별시 광진구 자양동 43-3 ,서울특별시 광진구 뚝섬로23길 10  (자양동),삼표석유,19790317,
폐업,서울특별시 광진구 자양동 236-163  ,,성수석유,19790531,
폐업,서울특별시 광진구 중곡동 83-8 ,서울특별시 광진구 영화사로 15  (중곡동),반도석유,19790531,
폐업,서울특별시 광진구 자양동 553-314 ,서울특별시 광진구 능동로4길 51  (자양동),건대상회,19800820,
폐업,서울특별시 광진구 광장동 259-5 ,서울특별시 광진구 광장로 59  (광장동),성수석유,19800228,20110318
폐업,서울특별시 광진구 중곡동 624-22 ,서울특별시 광진구 긴고랑로8길 72  (중곡동),동계석유,19820526,
영업/정상,서울특별시 광진구 중곡동 610-7,서울특별시 광진구 동일로 345 (중곡동),태양주유소,1993-03-03,
폐업,서울특별시 광진구 구의동 57-62 ,서울특별시 광진구 천호대로 685 (구의동),삼일주유소,19760527,20130523
폐업,서울특별시 광진구 구의동 201-8 ,서울특별시 광진구 광나루로 604  (구의동),동아주유소,19760531,20110905
폐업,서울특별시 광진구 자양동 638-18 ,서울특별시 광진구 뚝섬로52길 29  (자양동),자원석유,19840814,
폐업,서울특별시 광진구 구의동 226-5 ,서울특별시 광진구 구의로 61  (구의동),대한석유,19840814,
폐업,서울특별시 동대문구 장안동 338-10 ,,장원석유,19870427,20150317
폐업,서울특별시 광진구 군자동 127-20 ,서울특별시 광진구 동일로 252  (군자동),거봉석유,19891111,20110601
폐업,서울특별시 광진구 구의동 210-7  ,,남원석유,19891122,
폐업,서울특별시 광진구 자양동 228-206 ,,미진석유,19891130,
폐업,서울특별시 광진구 자양동 52-217 ,,대진석유,19891228,
폐업,서울특별시 광진구 능동 255-2 ,서울특별시 광진구 천호대로 630 (능동),평안주유소,19920420,20210405
폐업,서울특별시 광진구 중곡동 587-2 ,서울특별시 광진구 동일로 462  (중곡동),주노주유소,19920825,
폐업,서울특별시 광진구 중곡동 190-25   ,,근대석유,19880510,
폐업,서울특별시 광진구 중곡동 41-1 ,서울특별시 광진구 긴고랑로 60  (중곡동),대운에너지(주)코뿔소주유소,19930303,20091005
폐업,서울특별시 광진구 자양동 49-50   ,,성수2상회,19881226,
폐업,서울특별시 광진구 구의동 546-10 ,,선한에너지(주)구의동주유소,19880804,20110513
폐업,서울특별시 광진구 군자동 117-39 ,서울특별시 광진구 동일로52길 10  (군자동),OK에너지,19891011,20070919
폐업,서울특별시 광진구 자양동 615-2 ,서울특별시 광진구 뚝섬로 607-5 (자양동),대성칼텍스(주),19701015,20150715
폐업,서울특별시 광진구 자양동 2-6 ,서울특별시 광진구 능동로 85 (자양동),청담대교주유소,19921223,20170921
폐업,서울특별시 광진구 중곡동 187-26 ,서울특별시 광진구 동일로 438  (중곡동),극동석유상사,19931013,
폐업,서울특별시 광진구 자양동 652-6 ,서울특별시 광진구 뚝섬로 646-1  (자양동),삼호석유,19920604,
폐업,서울특별시 노원구 공릉동 풍림아파트 102동 304호,,진흥석유,19920720,
폐업,서울특별시 광진구 중곡동 77-23 ,서울특별시 광진구 긴고랑로 128-1 (중곡동),우리석유,19920831,20140625
폐업,서울특별시 광진구 구의동 224-15 ,서울특별시 광진구 구의로 44  (구의동),한양석유,19940701,
폐업,서울특별시 광진구 구의동 251-34 ,서울특별시 광진구 자양로 138  (구의동),성동주유소,19940111,
폐업,서울특별시 광진구 광장동 470-3 ,서울특별시 광진구 아차산로 502  (광장동),올림픽주유소,19940214,
폐업,서울특별시 광진구 자양동 666-22 ,서울특별시 광진구 자양로3길 61  (자양동),현대석유,19950926,
폐업,서울특별시 광진구 능동 315-18 ,서울특별시 광진구 능동로 252  (능동),광진주유소,20070726,20091214
폐업,서울특별시 광진구 구의동 73-4 ,서울특별시 광진구 천호대로 690 (구의동),아차산주유소,19950530,20170918
폐업,서울특별시 광진구 화양동 115-7 ,서울특별시 광진구 능동로19길 42 (화양동),육일석유,19970904,20200803
폐업,서울특별시 광진구 중곡동 124-6  ,,중곡석유,19970118,
폐업,서울특별시 광진구 구의동 225-10 ,서울특별시 광진구 자양로30길 84-1  (구의동),구의석유,19970407,
폐업,서울특별시 광진구 구의동 223-2 ,서울특별시 광진구 구의로6길 8  (구의동),에스오일에너지,19970721,
폐업,서울특별시 광진구 화양동 9-50 ,서울특별시 광진구 아차산로29길 44  (화양동),동은석유,19990518,
폐업,서울특별시 광진구 중곡동 169-28 ,서울특별시 광진구 능동로55길 46  (중곡동),SK석유,20070507,20111226
폐업,서울특별시 광진구 자양동 679-30 ,서울특별시 광진구 자양로 45  (자양동),(주)대성인터텍,20050426,
폐업,서울특별시 광진구 구의동 234-1 ,서울특별시 광진구 광나루로 516  (구의동),신한국주유소,19920420,
폐업,서울특별시 광진구 중곡동 605-4 ,서울특별시 광진구 용마산로 186 (중곡동),중산주유소,19900921,20130131
폐업,서울특별시 광진구 중곡동 128-23 ,서울특별시 광진구 천호대로117길 58  (중곡동),유영석유,19911023,
폐업,서울특별시 광진구 구의동 251-177 ,서울특별시 광진구 자양로 154 (구의동),구의주유소,19930531,20140113
폐업,서울특별시 광진구 구의동 74-1 ,서울특별시 광진구 천호대로 680  (구의동),대공원주유소,19931227,
폐업,서울특별시 광진구 자양동 660-12 ,서울특별시 광진구 자양로7길 29  (자양동),쌍용석유,19960702,
폐업,서울특별시 광진구 군자동 473-1 ,,중곡주유소,19760429,20110406
폐업,서울특별시 광진구 군자동 32 ,서울특별시 광진구 면목로5길 14  (군자동),경동에너지판매,20030809,
폐업,서울특별시 광진구 자양동 16-25 ,서울특별시 광진구 동일로18길 19  (자양동),금강석유,19870619,
폐업,서울특별시 광진구 군자동 150-24 ,서울특별시 광진구 군자로15길 8 (군자동),세일에너지,20010831,20130204
폐업,서울특별시 광진구 중곡동 236-1 ,서울특별시 광진구 동일로 419  (중곡동),주영산업,20020927,
폐업,서울특별시 광진구 자양동 779-11 현대하이엘 402호,"서울특별시 광진구 자양로 113,  402호 (자양동,현대하이엘)",(주)아신케미칼,20050525,
폐업,서울특별시 광진구 구의동 246-47 303호,"서울특별시 광진구 아차산로51길 8,  303호 (구의동)",대림상사,20071127,
폐업,서울특별시 광진구 중곡동 80-4 1층 ,"서울특별시 광진구 자양로43길 143 (중곡동,1층)",대림상사,20071127,
폐업,,서울특별시 광진구 아차산로 360 (광장동),성동상사,20151218,
폐업,,서울특별시 광진구 능동로 260 (능동),삼화페인트,20151218,
폐업,서울특별시 동대문구 청량리동 215-44 ,,명보석유,19910518,20091229
영업/정상,서울특별시 동대문구 답십리동 2-51,서울특별시 동대문구 한천로 81 (답십리동),오동나무주유소,19890612,
영업/정상,서울특별시 광진구 화양동 302-13,서울특별시 광진구 광나루로 460 (화양동),(주)창원씨더블유,1976-05-19,
영업/정상,서울특별시 동대문구 청량리동 56-7 ,서울특별시 동대문구 왕산로43다길 6 (청량리동),동신,20030725,
폐업,서울특별시 중구 남대문로5가 84-17,서울특별시 중구 퇴계로 15 (남대문로5가),지에스칼텍스(주) 직영 역전점,1976-05-04,
영업/정상,서울특별시 동대문구 이문동 255-119,서울특별시 동대문구 이문로 191 (이문동),(주)경동주유소,20021204,
폐업,서울특별시 동작구 노량진동 148-8,서울특별시 동작구 노량진로 172 (노량진동),(주)대성산업직영9주유소,20021104,20220615
영업/정상,서울특별시 동대문구 휘경동 275-6 ,서울특별시 동대문구 망우로 90 (휘경동),(주)안국에너지 삼원주유소,19760524,
영업/정상,서울특별시 영등포구 영등포동7가 94-160,서울특별시 영등포구 국회대로 665 (영등포동7가),성원이앤에스(주)영등포지점,20050926,
영업/정상,서울특별시 동대문구 청량리동 205-86,서울특별시 동대문구 홍릉로 87 (청량리동),(주)홍릉주유소,19760524,
영업/정상,서울특별시 동대문구 휘경동 275-6,서울특별시 동대문구 망우로 90 (휘경동),(주)안국에너지 삼원주유소,20060414,
영업/정상,서울특별시 동대문구 이문동 101-39,서울특별시 동대문구 외대역동로 138 (이문동),동양석유,19921001,
영업/정상,서울특별시 동대문구 제기동 135-58,서울특별시 동대문구 제기로 27 (제기동),(주)한솔에너지,20100608,
영업/정상,서울특별시 동대문구 제기동 135-152,"서울특별시 동대문구 제기로 27 (제기동, 135-152))",주식회사 미래에너지,20010820,
영업/정상,서울특별시 광진구 중곡동 150-212,서울특별시 광진구 긴고랑로 96-1 (중곡동),한전석유,1979-05-30,
영업/정상,서울특별시 광진구 중곡동 187-26,서울특별시 광진구 동일로 438 (중곡동),(주) 동화오일,2016-07-13,
영업/정상,서울특별시 동대문구 휘경동 43-79,서울특별시 동대문구 한천로 263 (휘경동),열린주유소,1994-02-21,
영업/정상,서울특별시 영등포구 당산동 121-106,서울특별시 영등포구 버드나루로 111 (당산동),버드나룻길주유소,1994-01-13,
영업/정상,서울특별시 동대문구 신설동 39-1,서울특별시 동대문구 한빛로 25 (신설동),수정석유,19940812,
폐업,서울특별시 동대문구 답십리동 36-15 6통5반 ,,구정,20051228,
폐업,서울특별시 동대문구 용두동 100-1 대명랜드마크 1710호 ,,하리켐,20060725,
폐업,서울특별시 동대문구 용두동 729-2 용일주유소 ,"서울특별시 동대문구 안암로 54, 용일주유소 (용두동)",재원에너지(주) 용일주유소,19930616,20210627
폐업,서울특별시 동대문구 신설동 92-67 ,서울특별시 동대문구 청계천로 431 (신설동),능주주유소,19931216,20210707
폐업,서울특별시 동대문구 장안동 466-8 ,,SK스피드주유소,19931216,20000101
폐업,서울특별시 동대문구 용두동 255-51 52 ,,유화주유소,19931216,20000101
폐업,서울특별시 동대문구 장안동 466-11 12 ,,동부주유소,19931216,20120320
폐업,서울특별시 동대문구 장안동 164-2 ,,SK글로벌(주) 공유주유소,20030718,20170719
